"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Romania (RO)","12.01.2016 19:00 - 12.01.2016 20:00 (UTC)","999","527"
"Romania (RO)","12.01.2016 20:00 - 12.01.2016 21:00 (UTC)","874","396"
"Romania (RO)","12.01.2016 21:00 - 12.01.2016 22:00 (UTC)","763","204"
"Romania (RO)","12.01.2016 22:00 - 12.01.2016 23:00 (UTC)","623","146"
"Romania (RO)","12.01.2016 23:00 - 13.01.2016 00:00 (UTC)","467","115"
"Romania (RO)","13.01.2016 00:00 - 13.01.2016 01:00 (UTC)","589","149"
"Romania (RO)","13.01.2016 01:00 - 13.01.2016 02:00 (UTC)","596","151"
"Romania (RO)","13.01.2016 02:00 - 13.01.2016 03:00 (UTC)","685","141"
"Romania (RO)","13.01.2016 03:00 - 13.01.2016 04:00 (UTC)","704","181"
"Romania (RO)","13.01.2016 04:00 - 13.01.2016 05:00 (UTC)","678","176"
"Romania (RO)","13.01.2016 05:00 - 13.01.2016 06:00 (UTC)","956","273"
"Romania (RO)","13.01.2016 06:00 - 13.01.2016 07:00 (UTC)","1115","353"
"Romania (RO)","13.01.2016 07:00 - 13.01.2016 08:00 (UTC)","1189","213"
"Romania (RO)","13.01.2016 08:00 - 13.01.2016 09:00 (UTC)","1222","179"
"Romania (RO)","13.01.2016 09:00 - 13.01.2016 10:00 (UTC)","1211","300"
"Romania (RO)","13.01.2016 10:00 - 13.01.2016 11:00 (UTC)","966","327"
"Romania (RO)","13.01.2016 11:00 - 13.01.2016 12:00 (UTC)","1124","318"
"Romania (RO)","13.01.2016 12:00 - 13.01.2016 13:00 (UTC)","1110","311"
"Romania (RO)","13.01.2016 13:00 - 13.01.2016 14:00 (UTC)","1101","295"
"Romania (RO)","13.01.2016 14:00 - 13.01.2016 15:00 (UTC)","1261","345"
"Romania (RO)","13.01.2016 15:00 - 13.01.2016 16:00 (UTC)","1386","624"
"Romania (RO)","13.01.2016 16:00 - 13.01.2016 17:00 (UTC)","1217","739"
"Romania (RO)","13.01.2016 17:00 - 13.01.2016 18:00 (UTC)","1293","708"
"Romania (RO)","13.01.2016 18:00 - 13.01.2016 19:00 (UTC)","1339","612"
