"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Norway (NO)","10.01.2016 05:00 - 10.01.2016 06:00 (UTC)","1193","15635"
"Norway (NO)","10.01.2016 06:00 - 10.01.2016 07:00 (UTC)","1200","16123"
"Norway (NO)","10.01.2016 07:00 - 10.01.2016 08:00 (UTC)","1211","16932"
"Norway (NO)","10.01.2016 08:00 - 10.01.2016 09:00 (UTC)","1212","18246"
"Norway (NO)","10.01.2016 09:00 - 10.01.2016 10:00 (UTC)","1225","19581"
"Norway (NO)","10.01.2016 10:00 - 10.01.2016 11:00 (UTC)","1222","20586"
"Norway (NO)","10.01.2016 11:00 - 10.01.2016 12:00 (UTC)","1218","20755"
"Norway (NO)","10.01.2016 12:00 - 10.01.2016 13:00 (UTC)","1217","20307"
"Norway (NO)","10.01.2016 13:00 - 10.01.2016 14:00 (UTC)","1213","20116"
"Norway (NO)","10.01.2016 14:00 - 10.01.2016 15:00 (UTC)","1203","20787"
"Norway (NO)","10.01.2016 15:00 - 10.01.2016 16:00 (UTC)","1207","22131"
"Norway (NO)","10.01.2016 16:00 - 10.01.2016 17:00 (UTC)","1214","23221"
"Norway (NO)","10.01.2016 17:00 - 10.01.2016 18:00 (UTC)","1224","23368"
"Norway (NO)","10.01.2016 18:00 - 10.01.2016 19:00 (UTC)","1225","23055"
"Norway (NO)","10.01.2016 19:00 - 10.01.2016 20:00 (UTC)","1219","22513"
"Norway (NO)","10.01.2016 20:00 - 10.01.2016 21:00 (UTC)","1215","22010"
"Norway (NO)","10.01.2016 21:00 - 10.01.2016 22:00 (UTC)","1210","21119"
"Norway (NO)","10.01.2016 22:00 - 10.01.2016 23:00 (UTC)","1210","19737"
"Norway (NO)","10.01.2016 23:00 - 11.01.2016 00:00 (UTC)","1205","18744"
"Norway (NO)","11.01.2016 00:00 - 11.01.2016 01:00 (UTC)","1200","17096"
"Norway (NO)","11.01.2016 01:00 - 11.01.2016 02:00 (UTC)","1198","16549"
"Norway (NO)","11.01.2016 02:00 - 11.01.2016 03:00 (UTC)","1201","16047"
"Norway (NO)","11.01.2016 03:00 - 11.01.2016 04:00 (UTC)","1206","16578"
"Norway (NO)","11.01.2016 04:00 - 11.01.2016 05:00 (UTC)","1209","19248"
"Norway (NO)","11.01.2016 05:00 - 11.01.2016 06:00 (UTC)","1242","22312"
"Norway (NO)","11.01.2016 06:00 - 11.01.2016 07:00 (UTC)","1239","23645"
"Norway (NO)","11.01.2016 07:00 - 11.01.2016 08:00 (UTC)","1250","23794"
"Norway (NO)","11.01.2016 08:00 - 11.01.2016 09:00 (UTC)","1284","23974"
"Norway (NO)","11.01.2016 09:00 - 11.01.2016 10:00 (UTC)","1287","24081"
"Norway (NO)","11.01.2016 10:00 - 11.01.2016 11:00 (UTC)","1287","24028"
"Norway (NO)","11.01.2016 11:00 - 11.01.2016 12:00 (UTC)","1287","23766"
"Norway (NO)","11.01.2016 12:00 - 11.01.2016 13:00 (UTC)","1284","23819"
"Norway (NO)","11.01.2016 13:00 - 11.01.2016 14:00 (UTC)","1285","23498"
"Norway (NO)","11.01.2016 14:00 - 11.01.2016 15:00 (UTC)","1276","23584"
"Norway (NO)","11.01.2016 15:00 - 11.01.2016 16:00 (UTC)","1269","23132"
"Norway (NO)","11.01.2016 16:00 - 11.01.2016 17:00 (UTC)","1275","22897"
"Norway (NO)","11.01.2016 17:00 - 11.01.2016 18:00 (UTC)","1279","22845"
"Norway (NO)","11.01.2016 18:00 - 11.01.2016 19:00 (UTC)","1282","22987"
"Norway (NO)","11.01.2016 19:00 - 11.01.2016 20:00 (UTC)","1277","22589"
"Norway (NO)","11.01.2016 20:00 - 11.01.2016 21:00 (UTC)","1279","22196"
"Norway (NO)","11.01.2016 21:00 - 11.01.2016 22:00 (UTC)","1247","20591"
"Norway (NO)","11.01.2016 22:00 - 11.01.2016 23:00 (UTC)","1246","18602"
"Norway (NO)","11.01.2016 23:00 - 12.01.2016 00:00 (UTC)","1252","17685"
"Norway (NO)","12.01.2016 00:00 - 12.01.2016 01:00 (UTC)","1251","16197"
