"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Sweden (SE)","09.01.2015 21:00 - 09.01.2015 22:00 (UTC)","n/e","6332"
"Sweden (SE)","09.01.2015 22:00 - 09.01.2015 23:00 (UTC)","n/e","5317"
"Sweden (SE)","09.01.2015 23:00 - 10.01.2015 00:00 (UTC)","n/e","4328"
"Sweden (SE)","10.01.2015 00:00 - 10.01.2015 01:00 (UTC)","n/e","3990"
"Sweden (SE)","10.01.2015 01:00 - 10.01.2015 02:00 (UTC)","n/e","4108"
"Sweden (SE)","10.01.2015 02:00 - 10.01.2015 03:00 (UTC)","n/e","4189"
"Sweden (SE)","10.01.2015 03:00 - 10.01.2015 04:00 (UTC)","n/e","4265"
"Sweden (SE)","10.01.2015 04:00 - 10.01.2015 05:00 (UTC)","n/e","4603"
"Sweden (SE)","10.01.2015 05:00 - 10.01.2015 06:00 (UTC)","n/e","5158"
"Sweden (SE)","10.01.2015 06:00 - 10.01.2015 07:00 (UTC)","n/e","5562"
"Sweden (SE)","10.01.2015 07:00 - 10.01.2015 08:00 (UTC)","n/e","6199"
"Sweden (SE)","10.01.2015 08:00 - 10.01.2015 09:00 (UTC)","n/e","6442"
"Sweden (SE)","10.01.2015 09:00 - 10.01.2015 10:00 (UTC)","n/e","6624"
"Sweden (SE)","10.01.2015 10:00 - 10.01.2015 11:00 (UTC)","n/e","6594"
"Sweden (SE)","10.01.2015 11:00 - 10.01.2015 12:00 (UTC)","n/e","6162"
"Sweden (SE)","10.01.2015 12:00 - 10.01.2015 13:00 (UTC)","n/e","5966"
"Sweden (SE)","10.01.2015 13:00 - 10.01.2015 14:00 (UTC)","n/e","5810"
"Sweden (SE)","10.01.2015 14:00 - 10.01.2015 15:00 (UTC)","n/e","5914"
"Sweden (SE)","10.01.2015 15:00 - 10.01.2015 16:00 (UTC)","n/e","6170"
"Sweden (SE)","10.01.2015 16:00 - 10.01.2015 17:00 (UTC)","n/e","6170"
"Sweden (SE)","10.01.2015 17:00 - 10.01.2015 18:00 (UTC)","n/e","6143"
"Sweden (SE)","10.01.2015 18:00 - 10.01.2015 19:00 (UTC)","n/e","5979"
"Sweden (SE)","10.01.2015 19:00 - 10.01.2015 20:00 (UTC)","n/e","5082"
"Sweden (SE)","10.01.2015 20:00 - 10.01.2015 21:00 (UTC)","n/e","4731"
"Sweden (SE)","10.01.2015 21:00 - 10.01.2015 22:00 (UTC)","n/e","4240"
"Sweden (SE)","10.01.2015 22:00 - 10.01.2015 23:00 (UTC)","n/e","3850"
"Sweden (SE)","10.01.2015 23:00 - 11.01.2015 00:00 (UTC)","n/e","3313"
"Sweden (SE)","11.01.2015 00:00 - 11.01.2015 01:00 (UTC)","n/e","3033"
"Sweden (SE)","11.01.2015 01:00 - 11.01.2015 02:00 (UTC)","n/e","2930"
"Sweden (SE)","11.01.2015 02:00 - 11.01.2015 03:00 (UTC)","n/e","2912"
"Sweden (SE)","11.01.2015 03:00 - 11.01.2015 04:00 (UTC)","n/e","2909"
"Sweden (SE)","11.01.2015 04:00 - 11.01.2015 05:00 (UTC)","n/e","2929"
"Sweden (SE)","11.01.2015 05:00 - 11.01.2015 06:00 (UTC)","n/e","3124"
"Sweden (SE)","11.01.2015 06:00 - 11.01.2015 07:00 (UTC)","n/e","3404"
"Sweden (SE)","11.01.2015 07:00 - 11.01.2015 08:00 (UTC)","n/e","3905"
"Sweden (SE)","11.01.2015 08:00 - 11.01.2015 09:00 (UTC)","n/e","4331"
"Sweden (SE)","11.01.2015 09:00 - 11.01.2015 10:00 (UTC)","n/e","4727"
"Sweden (SE)","11.01.2015 10:00 - 11.01.2015 11:00 (UTC)","n/e","5291"
"Sweden (SE)","11.01.2015 11:00 - 11.01.2015 12:00 (UTC)","n/e","5928"
"Sweden (SE)","11.01.2015 12:00 - 11.01.2015 13:00 (UTC)","n/e","6380"
"Sweden (SE)","11.01.2015 13:00 - 11.01.2015 14:00 (UTC)","n/e","6635"
"Sweden (SE)","11.01.2015 14:00 - 11.01.2015 15:00 (UTC)","n/e","6947"
"Sweden (SE)","11.01.2015 15:00 - 11.01.2015 16:00 (UTC)","n/e","7455"
"Sweden (SE)","11.01.2015 16:00 - 11.01.2015 17:00 (UTC)","n/e","7905"
"Sweden (SE)","11.01.2015 17:00 - 11.01.2015 18:00 (UTC)","n/e","8332"
"Sweden (SE)","11.01.2015 18:00 - 11.01.2015 19:00 (UTC)","n/e","8327"
"Sweden (SE)","11.01.2015 19:00 - 11.01.2015 20:00 (UTC)","n/e","7990"
"Sweden (SE)","11.01.2015 20:00 - 11.01.2015 21:00 (UTC)","n/e","7317"
"Sweden (SE)","11.01.2015 21:00 - 11.01.2015 22:00 (UTC)","n/e","6454"
"Sweden (SE)","11.01.2015 22:00 - 11.01.2015 23:00 (UTC)","n/e","5689"
"Sweden (SE)","11.01.2015 23:00 - 12.01.2015 00:00 (UTC)","n/e","5517"
"Sweden (SE)","12.01.2015 00:00 - 12.01.2015 01:00 (UTC)","n/e","5360"
"Sweden (SE)","12.01.2015 01:00 - 12.01.2015 02:00 (UTC)","n/e","5159"
"Sweden (SE)","12.01.2015 02:00 - 12.01.2015 03:00 (UTC)","n/e","5249"
"Sweden (SE)","12.01.2015 03:00 - 12.01.2015 04:00 (UTC)","n/e","5731"
"Sweden (SE)","12.01.2015 04:00 - 12.01.2015 05:00 (UTC)","n/e","7130"
"Sweden (SE)","12.01.2015 05:00 - 12.01.2015 06:00 (UTC)","n/e","9025"
"Sweden (SE)","12.01.2015 06:00 - 12.01.2015 07:00 (UTC)","n/e","10673"
"Sweden (SE)","12.01.2015 07:00 - 12.01.2015 08:00 (UTC)","n/e","11318"
"Sweden (SE)","12.01.2015 08:00 - 12.01.2015 09:00 (UTC)","n/e","11199"
"Sweden (SE)","12.01.2015 09:00 - 12.01.2015 10:00 (UTC)","n/e","10772"
"Sweden (SE)","12.01.2015 10:00 - 12.01.2015 11:00 (UTC)","n/e","10374"
"Sweden (SE)","12.01.2015 11:00 - 12.01.2015 12:00 (UTC)","n/e","9804"
"Sweden (SE)","12.01.2015 12:00 - 12.01.2015 13:00 (UTC)","n/e","9873"
"Sweden (SE)","12.01.2015 13:00 - 12.01.2015 14:00 (UTC)","n/e","9695"
"Sweden (SE)","12.01.2015 14:00 - 12.01.2015 15:00 (UTC)","n/e","9749"
"Sweden (SE)","12.01.2015 15:00 - 12.01.2015 16:00 (UTC)","n/e","9969"
"Sweden (SE)","12.01.2015 16:00 - 12.01.2015 17:00 (UTC)","n/e","10275"
"Sweden (SE)","12.01.2015 17:00 - 12.01.2015 18:00 (UTC)","n/e","10201"
"Sweden (SE)","12.01.2015 18:00 - 12.01.2015 19:00 (UTC)","n/e","9358"
